CLIENT,GUID,OBJECT_ID,PROCESS_TYPE,POSTING_DATE,DESCRIPTION,DESCR_LANGUAGE,LOGICAL_SYSTEM,CRM_RELEASE,SCENARIO,TEMPLATE_TYPE,CREATED_AT,CREATED_BY,CHANGED_AT,CHANGED_BY,HEAD_CHANGED_AT,ORDERADM_H_DUMMY,ZZAFLD000000,ZZAFLD000003,ZZPARENT_LOC_ID,ZZUNIQUE,ZZAFLD000005,ZZAFLD00000E,ZZAFLD00001H,ZZREZERV_AMACI,ZZNET_DEGER,INPUT_CHANNEL,BTX_CLASS,AUTH_SCOPE,COMP_TX_HEADER,OBJECT_TYPE,ARCHIVING_FLAG,DESCRIPTION_UC,OBJECT_ID_OK,VERIFY_DATE,CRM_CHANGED_AT,POSTPROCESS_AT
100,026FDF53DFF31EE791D19C564041D10B,8000161707,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,054,104",4015,"20,170,601,064,130",4015,"20,170,601,064,130",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,064,130",0
100,026FDF53DFF31EE791D19D60A5F9F10E,0000277805,Z010,6/1/2017,'@idokurumsal Gerçekten şaka mı yapıyorsu,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,054,305",4680,"20,170,601,054,308",4680,"20,170,601,054,308",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,'@IDOKURUMSAL GERÇEKTEN ŞAKA MI YAPIYORSU,X,0,"20,170,601,054,308",0
100,026FDF53DFF31EE791D1A1FC8B167113,8000161708,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,054,305",4680,"20,170,712,112,943",SKURUKOSE,"20,170,712,112,943",,,,0,,03,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,712,112,943",0
100,026FDF53DFF31EE791D1B43E15987143,0000277806,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,054,658",4015,"20,170,601,054,702",4015,"20,170,601,054,702",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,054,702",0
100,026FDF53DFF31EE791D1B5B31D1F7143,0000277807,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,054,719",4680,"20,170,601,054,721",4680,"20,170,601,054,721",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,054,721",0
100,026FDF53DFF31EE791D1B6A55C875143,8000161709,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,054,658",4015,"20,170,601,063,631",4015,"20,170,601,063,631",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,063,631",0
100,026FDF53DFF31EE791D1B786F4F85143,8000161710,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,054,719",4680,"20,170,601,063,929",4680,"20,170,601,063,929",,FE,500114,0,9,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,063,929",0
100,026FDF53DFF31EE791D1C170E474314D,0000277808,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,054,955",4015,"20,170,601,055,012",4015,"20,170,601,055,012",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,055,012",0
100,026FDF53DFF31EE791D1C22E369C114D,0000277809,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,001",4680,"20,170,601,055,003",4680,"20,170,601,055,003",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,055,003",0
100,026FDF53DFF31EE791D1C4457708F14D,8000161712,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,001",4680,"20,170,601,063,824",4680,"20,170,601,063,824",,FE,500114,0,9,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,063,824",0
100,026FDF53DFF31EE791D1C8634204316A,0000277810,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,104",4015,"20,170,601,055,107",4015,"20,170,601,055,107",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,055,107",0
100,026FDF53DFF31EE791D1C8938DC4516A,8000161713,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,104",4015,"20,170,711,133,610",4015,"20,170,711,133,610",,,500114,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,711,133,610",0
100,026FDF53DFF31EE791D1C8F8E70BF16A,0000277811,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,130",4680,"20,170,601,055,133",4680,"20,170,601,055,133",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,055,133",0
100,026FDF53DFF31EE791D1CAE503D9D16D,8000161714,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,130",4680,"20,170,601,063,704",4680,"20,170,601,063,704",,FE,500114,0,9,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,063,704",0
100,026FDF53DFF31EE791D1CDF40D1C716E,0000277813,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,355",4015,"20,170,601,055,400",4015,"20,170,601,055,400",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,055,400",0
100,026FDF53DFF31EE791D1D0CD1C38F171,0000277812,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,320",4680,"20,170,601,055,323",4680,"20,170,601,055,323",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,055,323",0
100,026FDF53DFF31EE791D1D2FCA427B171,8000161715,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,320",4680,"20,170,601,063,443",4680,"20,170,601,063,443",,SB,500206,0,21,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,063,443",0
100,026FDF53DFF31EE791D1D7A367CDF179,0000277814,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,505",4680,"20,170,601,055,508",4680,"20,170,601,055,508",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,055,508",0
100,026FDF53DFF31EE791D1DB054515519E,8000161717,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,505",4680,"20,170,601,062,158",4680,"20,170,601,062,158",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,062,158",0
100,026FDF53DFF31EE791D1E6350A68F1A8,0000277815,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,811",4680,"20,170,601,055,814",4680,"20,170,601,055,814",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,055,814",0
100,026FDF53DFF31EE791D1E88223EC11A9,8000161718,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,055,811",4680,"20,170,601,061,710",4680,"20,170,601,061,710",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,061,710",0
100,026FDF53DFF31EE791D1EF5D7E4731B0,0000277816,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,060,009",4680,"20,170,601,060,011",4680,"20,170,601,060,011",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,060,011",0
100,026FDF53DFF31EE791D1F17E4E0271D6,8000161719,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,060,009",4680,"20,170,601,061,436",4680,"20,170,601,061,436",,,,0,,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,061,436",0
100,026FDF53DFF31EE791D1F895638E71DC,0000277817,Z010,6/1/2017,Eco mu Pro bileti mi daha ucuza alırız?,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,060,203",4680,"20,170,601,060,206",4680,"20,170,601,060,206",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,ECO MU PRO BILETI MI DAHA UCUZA ALIRIZ?,X,0,"20,170,601,060,206",0
100,026FDF53DFF31EE791D1FA3EFD5A91DD,8000161720,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,060,204",4680,"20,170,601,061,106",4680,"20,170,601,061,106",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,061,106",0
100,026FDF53DFF31EE791D216EB5F4C9216,0000277818,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,061,247",ATEKIN,"20,170,601,061,250",ATEKIN,"20,170,601,061,250",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,061,250",0
100,026FDF53DFF31EE791D2199564261218,8000161721,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,061,247",ATEKIN,"20,170,609,120,944",ATEKIN,"20,170,609,120,944",,,,0,,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,609,120,944",0
100,026FDF53DFF31EE791D25C44EB8A32B4,0000277819,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,063,824",4280,"20,170,601,063,829",4280,"20,170,601,063,829",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,063,829",0
100,026FDF53DFF31EE791D25CA5511312B5,8000161722,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,063,824",4280,"20,170,601,072,212",4280,"20,170,601,072,212",,,500204,0,,03,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,601,072,212",0
100,026FDF53DFF31EE791D29F5153109347,0000277820,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,064,105",4280,"20,170,601,064,105",4280,"20,170,601,064,105",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,064,105",0
100,026FDF53DFF31EE791D30ACA826E3440,0000277822,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,070,452",4680,"20,170,601,070,455",4680,"20,170,601,070,455",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,070,455",0
100,026FDF53DFF31EE791D30ACA827CB440,8000161723,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,070,452",4680,"20,170,605,130,816",4680,"20,170,605,130,816",,,500212,0,,02,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,605,130,816",0
100,026FDF53DFF31EE791D30CBEEDC13443,0000277821,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,070,415",ATEKIN,"20,170,601,070,415",ATEKIN,"20,170,601,070,415",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,070,415",0
100,026FDF53DFF31EE791D318B560ADB46A,0000277823,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,071,034",4680,"20,170,601,071,036",4680,"20,170,601,071,036",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,071,036",0
100,026FDF53DFF31EE791D318D69E00146A,8000161724,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,071,034",4680,"20,170,601,071,034",4680,"20,170,601,071,034",,FE,500114,0,9,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,071,034",0
100,026FDF53DFF31EE791D32EA342B1B498,0000277825,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,071,401",ATEKIN,"20,170,601,071,403",ATEKIN,"20,170,601,071,403",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,071,403",0
100,026FDF53DFF31EE791D330CD8EBA749B,8000161726,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,071,401",ATEKIN,"20,170,609,120,931",ATEKIN,"20,170,609,120,931",,,,0,,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,609,120,931",0
100,026FDF53DFF31EE791D338A2E54DB49F,0000277824,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,071,345",4680,"20,170,601,072,439",4680,"20,170,601,072,439",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,072,439",0
100,026FDF53DFF31EE791D338F77ED194A2,8000161725,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,071,345",4680,"20,170,601,072,437",4680,"20,170,601,072,437",,,,0,,02,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,072,437",0
100,026FDF53DFF31EE791D3445CBF6B74C8,0000277826,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,071,753",ATEKIN,"20,170,601,071,756",ATEKIN,"20,170,601,071,756",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,071,756",0
100,026FDF53DFF31EE791D3463467B294CB,8000161727,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,071,753",ATEKIN,"20,170,609,120,919",ATEKIN,"20,170,609,120,919",,,,0,,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,609,120,919",0
100,026FDF53DFF31EE791D361D9A1B9F505,0000277827,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,072,438",4280,"20,170,601,072,441",4280,"20,170,601,072,441",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,072,441",0
100,026FDF53DFF31EE791D36227B03A1505,8000161728,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,072,438",4280,"20,170,601,072,438",4280,"20,170,601,072,438",,,,0,,03,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,601,072,438",0
100,026FDF53DFF31EE791D39735B42E1576,0000277828,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,073,453",4680,"20,170,601,073,823",4680,"20,170,601,073,823",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,073,823",0
100,026FDF53DFF31EE791D3991E80425576,8000161729,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,073,453",4680,"20,170,601,082,412",4680,"20,170,601,082,412",,,,0,,02,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,601,082,412",0
100,026FDF53DFF31EE791D3B17289D3B5C4,0000277829,Z010,6/1/2017,Mil puan,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,074,057",4680,"20,170,601,075,929",4680,"20,170,601,075,929",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,MIL PUAN,X,0,"20,170,601,075,929",0
100,026FDF53DFF31EE791D3B403CE3195C4,8000161730,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,074,057",4680,"20,170,601,075,927",4680,"20,170,601,075,927",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,075,927",0
100,026FDF53DFF31EE791D429601EEFB6BF,0000277830,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,080,732",4680,"20,170,601,081,144",4680,"20,170,601,081,144",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,081,144",0
100,026FDF53DFF31EE791D42B2112DE56C2,8000161731,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,080,732",4680,"20,170,601,081,142",4680,"20,170,601,081,142",,FE,500115,0,25,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,081,142",0
100,026FDF53DFF31EE791D44B35417A76FC,0000277831,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,081,517",4680,"20,170,601,081,627",4680,"20,170,601,081,627",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,081,627",0
100,026FDF53DFF31EE791D44D9869BA171C,8000161732,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,081,517",4680,"20,170,601,081,624",4680,"20,170,601,081,624",,SB,500114,0,17,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,081,624",0
100,026FDF53DFF31EE791D4D535548BF83D,0000277832,Z010,6/1/2017,Feribotların iskeleye geç yanaşması şika,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,084,549",4680,"20,170,601,084,941",4680,"20,170,601,084,941",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,FERIBOTLARIN ISKELEYE GEÇ YANAŞMASI ŞIKA,X,0,"20,170,601,084,941",0
100,026FDF53DFF31EE791D4D62AC9C9D83D,8000161733,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,084,549",4680,"20,170,613,142,855",4680,"20,170,613,142,855",,FE,500212,0,3,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,613,142,855",0
100,026FDF53DFF31EE791D4EBA02AB0B86E,0000277834,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,085,344",4280,"20,170,601,085,344",4280,"20,170,601,085,344",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,085,344",0
100,026FDF53DFF31EE791D4F2A6FC1BF871,0000277833,Z010,6/1/2017,Deniz Kuvvetleri Komutanlığı Personel Ta,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,085,314",4680,"20,170,601,085,317",4680,"20,170,601,085,317",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,DENIZ KUVVETLERI KOMUTANLIĞI PERSONEL TA,X,0,"20,170,601,085,317",0
100,026FDF53DFF31EE791D4F3779B52B874,8000161734,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,085,314",4680,"20,170,606,122,308",4280,"20,170,606,122,308",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,606,122,308",0
100,026FDF53DFF31EE791D4F6B18EC1D874,0000277835,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,085,652",ATEKIN,"20,170,601,085,656",ATEKIN,"20,170,601,085,656",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,085,656",0
100,026FDF53DFF31EE791D4F8C6676A1878,8000161735,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,085,653",ATEKIN,"20,170,609,120,852",ATEKIN,"20,170,609,120,852",,,,0,,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,609,120,852",0
100,026FDF53DFF31EE791D4FC295693987D,8000161736,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,085,926",4280,"20,170,601,085,926",4280,"20,170,601,085,926",,,,0,,03,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,X,,X,0,"20,170,601,085,926",0
100,026FDF53DFF31EE791D4FC4D0A5BD87D,0000277836,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,085,926",4280,"20,170,601,085,931",4280,"20,170,601,085,931",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,085,931",0
100,026FDF53DFF31EE791D507B7BD3478A7,0000277837,Z010,6/1/2017,Bilet iptali,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,090,204",4680,"20,170,601,090,208",4680,"20,170,601,090,208",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILET IPTALI,X,0,"20,170,601,090,208",0
100,026FDF53DFF31EE791D50D425F06B8AB,8000161737,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,090,205",4680,"20,170,601,090,205",4680,"20,170,601,090,205",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,090,205",0
100,026FDF53DFF31EE791D5330CDBD67902,0000277838,Z010,6/1/2017,Hastane raporu Yıldız karaoğlan,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,090,800",4680,"20,170,601,090,800",4680,"20,170,601,090,800",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,HASTANE RAPORU YILDIZ KARAOĞLAN,X,0,"20,170,601,090,800",0
100,026FDF53DFF31EE791D53AB8870E7906,0000277839,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,090,855",4680,"20,170,601,090,855",4680,"20,170,601,090,855",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,090,855",0
100,026FDF53DFF31EE791D54F8D20597934,0000277840,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,091,330",4280,"20,170,601,091,330",4280,"20,170,601,091,330",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,091,330",0
100,026FDF53DFF31EE791D55087DEDB9934,0000277841,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,091,346",4680,"20,170,601,091,455",4680,"20,170,601,091,455",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,091,455",0
100,026FDF53DFF31EE791D552C28B777936,8000161738,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,091,346",4680,"20,170,601,091,451",4680,"20,170,601,091,451",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,091,451",0
100,026FDF53DFF31EE791D574FA32BAB992,0000277842,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,092,232",4280,"20,170,601,092,232",4280,"20,170,601,092,232",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,092,232",0
100,026FDF53DFF31EE791D57F9B44E6B999,0000277843,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,092,439",4680,"20,170,601,093,143",4680,"20,170,601,093,143",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,093,143",0
100,026FDF53DFF31EE791D581F2A100D99A,8000161739,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,092,439",4680,"20,170,601,093,141",4680,"20,170,601,093,141",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,093,141",0
100,026FDF53DFF31EE791D58DFB246B59C5,0000277844,Z010,6/1/2017,Bilgi Maili,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,093,022",ATEKIN,"20,170,601,093,025",ATEKIN,"20,170,601,093,025",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,BILGI MAILI,X,0,"20,170,601,093,025",0
100,026FDF53DFF31EE791D59033023B99C8,8000161740,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,093,022",ATEKIN,"20,170,609,120,842",ATEKIN,"20,170,609,120,842",,,,0,,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,609,120,842",0
100,026FDF53DFF31EE791D5D44E68063A54,0000277845,Z010,6/1/2017,AVŞA ADASI SEFERLERİ HK.,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,094,351",4680,"20,170,601,094,714",4680,"20,170,601,094,714",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,AVŞA ADASI SEFERLERİ HK.,X,0,"20,170,601,094,714",0
100,026FDF53DFF31EE791D5D96804429A57,8000161741,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,094,351",4680,"20,170,601,094,711",4680,"20,170,601,094,711",,,,0,,01,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,601,094,711",0
100,026FDF53DFF31EE791D5E2404BF67A82,0000277847,Z010,6/1/2017,Soru,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,094,853",ATEKIN,"20,170,601,094,902",ATEKIN,"20,170,601,094,902",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,SORU,X,0,"20,170,601,094,902",0
100,026FDF53DFF31EE791D5E84EF960BA86,8000161742,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,094,854",ATEKIN,"20,170,609,120,827",ATEKIN,"20,170,609,120,827",,,,0,,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,609,120,827",0
100,026FDF53DFF31EE791D5EB11C2EA3A89,0000277846,Z010,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,094,743",4680,"20,170,601,094,743",4680,"20,170,601,094,743",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,,X,0,"20,170,601,094,743",0
100,026FDF53DFF31EE791D5F5EE07B43AAC,0000277848,Z010,6/1/2017,EK SEFER,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,095,207",ATEKIN,"20,170,601,095,209",ATEKIN,"20,170,601,095,209",,,,0,,,,,,,,,0,00000000000000000000000000000000,BUS2000126,,EK SEFER,X,0,"20,170,601,095,209",0
100,026FDF53DFF31EE791D5F87A78541AAF,8000161743,ZRVR,6/1/2017,,T,CHPCLNT100,BBPCRM 714,A,,"20,170,601,095,207",ATEKIN,"20,170,609,120,814",ATEKIN,"20,170,609,120,814",,,,0,,,6/1/2017,,,,,,0,00000000000000000000000000000000,BUS2000223,,,X,0,"20,170,609,120,814",0
